order_id,order_line,order_date,ship_date,customer_id,customer_name,customer_type,region,country,sku,quantity,negotiated_unit_price,total_line_value,order_status,priority
ORD-000230,3,2024-05-17,2024-06-04,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-WBZ-0011,100,26.8,2680.0,Shipped,Standard
ORD-000054,3,2024-01-14,2024-02-26,CUST-1005,Crux Systems,CM,Americas,United States,CHIP-PIC18-0006,10,11.4,114.0,Shipped,Standard
ORD-000312,4,2025-10-14,2025-11-20,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-MCP-0012,25,10.23,255.75,Confirmed,Standard
ORD-000501,5,2025-09-13,2025-10-22,CUST-1039,Bright Electronics,CM,Japan,Japan,CHIP-MPF-0010,25,15.49,387.25,Confirmed,Standard
ORD-000576,2,2024-05-21,2024-06-25,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,10000,7.64,76400.0,Shipped,Expedite
ORD-000362,2,2025-03-03,2025-03-20,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-PIC32-0004,1000,38.41,38410.0,Cancelled,Critical
ORD-000557,3,11/11/2024,2024-12-02,CUST-1077,Bright Manufacturing,CM,Americas,Mexico,CHIP-WBZ-0008,1000,29.55,29550.0,Backordered,Standard
ORD-000558,1,11/14/2024,2024-12-10,CUST-1022,Jolt Solutions,OEM,APAC,Singapore,CHIP-MCP-0004,25,15.75,393.75,Shipped,Expedite
ORD-000025,1,2024-01-31,2024-02-22,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-dsPIC-0010,2500,4.38,10950.0,Pending,Expedite
ORD-000414,1,2025-11-13,2025-12-04,CUST-1071,Wave Manufacturing,CM,APAC,Taiwan,CHIP-MCP-0002,100,8.0,800.0,Cancelled,Standard
ORD-000102,2,2025-04-16,2025-05-09,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MCP-0005,500,2.2,1100.0,Shipped,Expedite
ORD-000508,1,2025-10-14,2025-11-01,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,7.26,3630.0,Shipped,Expedite
ORD-000002,4,2024-03-17,2024-04-30,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-PIC32-0008,1000,7.06,7060.0,Cancelled,Critical
ORD-000567,1,2025-02-01,2025-03-12,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,2500,7.46,18650.0,Shipped,Standard
ORD-000053,1,2025-09-24,2025-10-02,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,19.92,99600.0,Shipped,Standard
ORD-000375,2,2024-07-12,2024-07-22,CUST-1077,Bright Manufacturing,CM,AMER,Mexico,CHIP-MPF-0012,250,11.81,2952.5,Shipped,Standard
ORD-000071,1,2025-07-06,2025-08-06,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,7.29,3645.0,Confirmed,Standard
ORD-000513,1,16-Jan-2024,2024-02-07,CUST-1073,Wave Systems,CM,EMEA,Israel,CHIP-WBZ-0002,10000,14.73,147300.0,Confirmed,Expedite
ORD-000500,2,01/09/2024,2024-01-10,CUST-1072,Atlas Systems,OEM,Americas,United States,CHIP-dsPIC-0014,1000,43.42,43420.0,Cancelled,Standard
ORD-000326,2,06/04/2024,2024-06-05,CUST-1062,Xeno Manufacturing,OEM,Japan,Japan,CHIP-PIC32-0006,250,10.89,2722.5,Confirmed,Expedite
ORD-000260,3,2024-07-12,2024-08-19,CUST-1028,Drift Solutions,Distributor,EMEA,United Kingdom,CHIP-PIC32-0010,10,2.9,29.0,Confirmed,Standard
ORD-000125,4,2025-12-28,2026-01-27,CUST-1073,Wave Systems,CM,EMEA,Israel,CHIP-MPF-0015,2500,7.53,18825.0,Shipped,Standard
ORD-000036,3,2025-08-23,2025-08-30,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-ORPHAN-0012,10000,10.09,100900.0,Shipped,Expedite
ORD-000487,2,04/16/2025,2025-04-20,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MPF-0002,2500,23.95,59875.0,Confirmed,Standard
ORD-000301,2,2024-08-13,2024-09-27,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-WBZ-0010,50,24.61,1230.5,Shipped,Standard
ORD-000309,1,2025-07-31,2025-08-25,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,250,7.53,1882.5,Shipped,Expedite
ORD-000379,1,2025-09-04,2025-10-08,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-MPF-0011,2500,26.49,66225.0,Shipped,Standard
ORD-000559,1,04/01/2025,2025-04-10,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-PIC32-0004,25,36.78,919.5,Backordered,Expedite
ORD-000288,1,26-Jan-2025,2025-01-28,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-WBZ-0001,50,28.01,1400.5,Pending,Standard
ORD-000250,1,30-Aug-2024,2024-09-02,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,19.49,97450.0,Shipped,Expedite
ORD-000396,2,11-Jul-2024,2024-08-06,CUST-1005,Crux Systems,CM,Americas,United States,CHIP-PIC32-0010,100,3.32,332.0,Shipped,Standard
ORD-000570,2,2024-04-17,2024-05-23,CUST-1021,Echo Systems,EMS,APAC,South Korea,CHIP-WBZ-0012,10000,4.94,49400.0,Shipped,Expedite
ORD-000358,1,06/11/2024,2024-07-07,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-PIC32-0008,250,5.23,1307.5,Confirmed,Expedite
ORD-000254,1,2025-02-19,2025-02-20,CUST-1020,Drift Devices,OEM,EMEA,Italy,CHIP-MCP-0003,500,6.92,3460.0,Confirmed,Critical
ORD-000340,4,07/04/2025,2025-08-03,CUST-1014,Ether Devices,CM,APAC,Singapore,CHIP-MPF-0003,10000,16.44,164400.0,Shipped,Standard
ORD-000375,1,2024-07-12,2024-07-22,CUST-1077,Bright Manufacturing,CM,Americas,Mexico,CHIP-MPF-0012,50,12.1,605.0,Shipped,Standard
ORD-000371,1,07/13/2025,2025-08-25,CUST-1020,Drift Devices,OEM,EMEA,Italy,CHIP-MPF-0009,25,7.07,176.75,Shipped,Critical
ORD-000041,2,02/08/2025,2025-02-11,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,10000,7.62,76200.0,Confirmed,Critical
ORD-000126,2,26-Jun-2024,2024-08-08,CUST-1035,Kilo Solutions,CM,APAC,South Korea,CHIP-WBZ-0011,10000,21.73,217300.0,Confirmed,Critical
ORD-000524,5,03/09/2025,2025-04-07,CUST-1022,Jolt Solutions,OEM,APAC,Singapore,CHIP-MCP-0004,1000,15.15,15150.0,Cancelled,Expedite
ORD-000109,1,06-Dec-2025,2026-01-09,CUST-1051,Bright Devices,EMS,APAC,China,CHIP-WBZ-0014,10000,14.75,147500.0,Cancelled,Expedite
ORD-000173,1,10/22/2025,2025-11-30,CUST-1041,Giga Semiconductor,Distributor,APAC,Singapore,CHIP-MPF-0016,250,16.54,4135.0,Shipped,Critical
ORD-000415,4,03/13/2024,2024-03-23,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,5000,6.69,33450.0,Confirmed,Expedite
ORD-000314,1,2024-07-24,2024-08-15,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,10000,7.31,73100.0,Cancelled,Standard
ORD-000236,1,18-Dec-2024,2024-12-28,CUST-1004,Terra Devices,Distributor,Americas,United States,CHIP-dsPIC-0010,250,3.88,803.1,Shipped,Standard
ORD-000154,2,2025-02-11,2025-02-21,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MPF-0012,1000,10.75,10750.0,Pending,Expedite
ORD-000056,2,2025-05-09,2025-06-10,CUST-1048,Vex Systems,Distributor,Americas,United States,CHIP-WBZ-0004,5000,12.0,60000.0,Shipped,Expedite
ORD-000425,1,10/19/2025,2025-11-14,CUST-1053,Sigma Systems,CM,APAC,China,CHIP-WBZ-0016,50,20.93,1046.5,Confirmed,Critical
ORD-000146,3,03/26/2024,2024-05-01,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MPF-0006,250,0.73,182.5,Pending,Critical
ORD-000039,2,2025-10-31,2025-11-11,CUST-1060,Prime Electronics  ,Distributor,Asia-Pacific,China,CHIP-dsPIC-0012,10,5.8,58.0,Confirmed,Expedite
ORD-000460,4,02/07/2024,2024-03-21,CUST-1070,Zen Solutions,EMS,Americas,Mexico,CHIP-dsPIC-0003,10,8.62,86.2,Pending,Critical
ORD-000416,3,2024-07-10,2024-07-31,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-PIC18-0010,2500,16.12,40300.0,Pending,Standard
ORD-000452,1,01/08/2025,2025-01-12,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,1000,19.09,19090.0,Pending,Standard
ORD-000043,2,03/29/2025,2025-04-19,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-dsPIC-0001,250,25.35,6337.5,Shipped,Expedite
ORD-000376,4,2024-08-01,2024-08-26,CUST-1006,Bolt Systems,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,25,16.92,423.0,Shipped,Expedite
ORD-000454,1,2024-01-22,2024-02-24,CUST-1070,Zen Solutions,EMS,Americas,Mexico,CHIP-MPF-0002,50,28.18,1409.0,Confirmed,Standard
ORD-000143,1,04/22/2024,2024-05-13,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,7.02,3510.0,Shipped,Standard
ORD-000070,2,11/18/2025,2025-11-23,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-PIC32-0002,10000,5.2,52000.0,Shipped,Standard
ORD-000533,2,2024-07-21,2024-08-30,CUST-1023,Terra Manufacturing,EMS,Americas,United States,CHIP-PIC32-0009,50,24.03,1201.5,Pending,Standard
ORD-000138,1,07-Oct-2025,2025-11-21,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,6.6,3300.0,Shipped,Standard
ORD-000480,1,25-Oct-2025,2025-11-02,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,2500,20.24,50600.0,Cancelled,Expedite
ORD-000404,1,2024-06-05,2024-07-05,CUST-1066,Iris Technologies,OEM,EMEA,France,CHIP-WBZ-0009,1000,15.83,15830.0,Confirmed,Expedite
ORD-000444,3,2025-01-05,2025-01-20,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-WBZ-0005,2500,10.78,26950.0,Pending,Expedite
ORD-000371,2,07/13/2025,2025-08-25,CUST-1020,Drift Devices,OEM,EMEA,Italy,CHIP-PIC18-0002,50,2.87,143.5,Shipped,Critical
ORD-000348,1,2025-01-01,2025-01-21,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,19.23,96150.0,Shipped,Critical
ORD-000505,1,2025-09-29,2025-11-13,CUST-1063,Jolt Electronics,CM,Japan,Japan,CHIP-PIC18-0006,2500,11.07,27675.0,Shipped,Critical
ORD-000035,1,2025-08-29,2025-09-19,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-MCP-0002,5000,8.81,44050.0,Pending,Critical
ORD-000442,1,2025-02-14,2025-03-19,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,100,18.81,1881.0,Cancelled,Standard
ORD-000559,2,04/01/2025,2025-04-10,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-WBZ-0004,100,16.5,1650.0,Backordered,Expedite
ORD-000122,4,05/26/2024,2024-06-02,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-dsPIC-0005,50,8.22,411.0,Pending,Critical
ORD-000437,1,05/26/2025,2025-06-16,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,5000,7.47,37350.0,Shipped,Expedite
ORD-000054,1,2024-01-14,2024-02-26,CUST-1005,Crux Systems,CM,Americas,United States,CHIP-PIC18-0006,5000,10.87,54350.0,Shipped,Standard
ORD-000175,3,04/27/2025,2025-05-24,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,250,18.5,4625.0,Cancelled,Expedite
ORD-000225,1,2025-11-18,2025-11-19,CUST-1039,Bright Electronics,CM,Japan,Japan,CHIP-MPF-0010,5000,15.31,76550.0,Confirmed,Standard
ORD-000321,1,2025-03-27,2025-04-08,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,10000,7.3,73000.0,Shipped,Expedite
ORD-000462,1,06/16/2025,2025-07-30,CUST-1028,Drift Solutions,Distributor,EMEA,United Kingdom,CHIP-PIC32-0002,1000,4.73,4730.0,Shipped,Critical
ORD-000244,2,2024-05-29,2024-07-11,CUST-1036,Global Solutions,CM,Americas,United States,CHIP-MPF-0014,50,4.18,209.0,Pending,Critical
ORD-000374,2,2025-10-28,2025-11-19,CUST-1038,Rapid Semiconductor,Distributor,APAC,Taiwan,CHIP-PIC18-0002,10000,1.85,18500.0,Shipped,Critical
ORD-000395,1,2025-06-25,2025-06-26,CUST-1039,Bright Electronics,CM,Japan,Japan,CHIP-MPF-0010,25,15.3,382.5,Shipped,Expedite
ORD-000137,3,12/25/2025,2026-01-26,CUST-1070,Zen Solutions,EMS,Americas,Mexico,CHIP-WBZ-0004,25,14.91,372.75,Shipped,Expedite
ORD-000514,2,2024-02-10,2024-03-17,CUST-1043,Nova Manufacturing,OEM,Japan,Japan,CHIP-dsPIC-0013,5000,6.71,33550.0,Confirmed,Critical
ORD-000087,2,17-Jun-2025,2025-07-16,CUST-1017,Pacific Manufacturing,EMS,JP,Japan,CHIP-PIC18-0006,10,11.18,111.8,Shipped,Standard
ORD-000465,1,2024-04-13,2024-04-19,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,250,7.88,1970.0,Shipped,Critical
ORD-000289,1,2024-10-16,2024-11-02,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-dsPIC-0015,1000,12.91,12910.0,Cancelled,Standard
ORD-000345,1,29-Mar-2024,2024-04-10,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,500,19.41,9705.0,Shipped,Critical
ORD-000135,2,2025-12-09,2026-01-21,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-MCP-0010,500,37.51,18755.0,Pending,Expedite
ORD-000149,3,2025-02-04,2025-02-16,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-MPF-0003,1000,19.15,19150.0,Shipped,Standard
ORD-000032,2,2025-02-09,2025-03-14,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,500,19.01,9505.0,Shipped,Expedite
ORD-000042,2,13-Apr-2024,2024-05-02,CUST-1077,Bright Manufacturing,CM,AMER,Mexico,CHIP-WBZ-0002,10,17.19,171.9,Cancelled,Expedite
ORD-000356,3,2024-07-04,2024-08-17,CUST-1036,Global Solutions,CM,Americas,United States,CHIP-MPF-0002,5000,23.89,119450.0,Shipped,Standard
ORD-000050,2,24-Jul-2024,2024-08-15,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-dsPIC-0008,250,0.76,190.0,Shipped,Critical
ORD-000453,1,22-Oct-2024,2024-11-27,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-MPF-0007,10000,6.75,67500.0,Shipped,Expedite
ORD-000426,1,2024-12-23,2025-02-06,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,6.68,3340.0,Shipped,Expedite
ORD-000562,3,01-Oct-2025,2025-10-16,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,5000,18.81,94050.0,Shipped,Standard
ORD-000327,1,09/22/2024,2024-10-31,CUST-1039,Bright Electronics,CM,Japan,Japan,CHIP-MPF-0010,5000,16.06,80300.0,Pending,Standard
ORD-000033,3,02/21/2024,2024-03-03,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-MCP-0001,2500,21.59,53975.0,Cancelled,Expedite
ORD-000292,1,12/26/2025,2026-01-31,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,500,18.1,9050.0,Confirmed,Expedite
ORD-000344,4,07/12/2025,2025-07-19,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-PIC18-0001,250,4.77,1192.5,Shipped,Standard
ORD-000430,2,01-Jan-2024,2024-01-03,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-MPF-0015,10000,15.05,150500.0,Confirmed,Standard
ORD-000554,1,2024-04-23,2024-05-01,CUST-1071,Wave Manufacturing,CM,Asia-Pacific,Taiwan,CHIP-MCP-0002,500,8.55,4275.0,Confirmed,Critical
ORD-000344,5,07/12/2025,2025-07-19,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-WBZ-0012,250,5.03,1257.5,Shipped,Standard
ORD-000448,3,06/04/2024,2024-06-06,CUST-1035,Kilo Solutions,CM,APAC,South Korea,CHIP-MCP-0011,250,21.49,5372.5,Confirmed,Expedite
ORD-000403,1,02/06/2024,2024-03-14,CUST-1011,Helix Dynamics,Distributor,Americas,Mexico,CHIP-PIC32-0006,250,7.46,1865.0,Confirmed,Standard
ORD-000011,3,03/12/2025,2025-04-11,CUST-1015,Ether Solutions,EMS,APAC,Taiwan,CHIP-PIC32-0006,500,11.49,5745.0,Shipped,Expedite
ORD-000271,2,2024-10-12,2024-10-22,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-WBZ-0006,500,38.47,19235.0,Shipped,Standard
ORD-000416,2,2024-07-10,2024-07-31,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-PIC32-0002,250,5.16,1290.0,Pending,Standard
ORD-000304,3,02/02/2024,2024-03-04,CUST-1055,Iris Electronics,OEM,Asia-Pacific,Taiwan,CHIP-WBZ-0001,5000,27.6,138000.0,Cancelled,Standard
ORD-000398,2,06/20/2025,2025-07-02,CUST-1006,Bolt Systems  ,OEM,EMEA,United Kingdom,CHIP-WBZ-0008,10,41.22,412.2,Confirmed,Critical
ORD-000149,4,2025-02-04,2025-02-16,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-WBZ-0016,250,33.38,8345.0,Shipped,Standard
ORD-000247,1,11/05/2024,2024-12-20,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,2500,7.71,19275.0,Confirmed,Standard
ORD-000102,1,2025-04-16,2025-05-09,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0013,1000,6.71,6710.0,Shipped,Expedite
ORD-000566,2,11/02/2024,2024-11-08,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,250,6.97,1742.5,Pending,Critical
ORD-000441,1,2025-03-24,2025-04-25,CUST-1008,Jade Systems,EMS,Americas,Canada,CHIP-PIC32-0011,5000,30.36,151800.0,Shipped,Critical
ORD-000080,1,03/15/2024,2024-04-17,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,10000,18.84,188400.0,Shipped,Standard
ORD-000314,2,2024-07-24,2024-08-15,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-PIC18-0005,1000,41.76,41760.0,Cancelled,Standard
ORD-000564,4,2024-07-08,2024-07-23,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MCP-0001,2500,21.37,53425.0,Shipped,Standard
ORD-000339,5,07/22/2025,2025-07-28,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-MPF-0016,5000,21.59,107950.0,Cancelled,Expedite
ORD-000083,2,04/16/2025,2025-05-07,CUST-1022,Jolt Solutions,OEM,APAC,Singapore,CHIP-MCP-0004,2500,15.57,38925.0,Confirmed,Standard
ORD-000322,2,2024-02-15,2024-03-25,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,500,17.87,8935.0,Shipped,Standard
ORD-000233,1,2025-01-28,2025-03-01,CUST-1038,Rapid Semiconductor,Distributor,APAC,Taiwan,CHIP-PIC18-0002,1000,1.85,1850.0,Shipped,Critical
ORD-000260,2,2024-07-12,2024-08-19,CUST-1028,Drift Solutions,Distributor,EMEA,United Kingdom,CHIP-PIC32-0007,5000,19.05,95250.0,Confirmed,Standard
ORD-000188,1,2024-07-25,2024-08-13,CUST-1037,Iris Devices,CM,EMEA,Israel,CHIP-ORPHAN-0011,1000,24.5,24500.0,Confirmed,Expedite
ORD-000337,2,2024-10-18,2024-12-02,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-dsPIC-0010,10000,4.26,42600.0,Confirmed,Standard
ORD-000264,3,10/23/2024,2024-10-26,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-WBZ-0016,5000,32.95,164750.0,Backordered,Standard
ORD-000533,1,2024-07-21,2024-08-30,CUST-1023,Terra Manufacturing,EMS,Americas,United States,CHIP-PIC18-0001,1000,4.42,4420.0,Pending,Standard
ORD-000073,1,03/26/2025,2025-04-06,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-PIC18-0009,500,28.07,14035.0,Shipped,Critical
ORD-000405,1,2025-02-15,2025-02-24,CUST-1041,Giga Semiconductor,Distributor,APAC,Singapore,CHIP-WBZ-0015,2500,2.85,7125.0,Pending,Expedite
ORD-000189,1,04/28/2025,2025-05-09,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-PIC18-0012,50,24.8,1240.0,Confirmed,Expedite
ORD-000296,2,2025-10-18,2025-10-26,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-PIC32-0011,5000,45.23,226150.0,Pending,Critical
ORD-000202,1,2024-03-26,2024-05-06,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0003,5000,8.03,40150.0,Confirmed,Standard
ORD-000528,1,09/16/2024,2024-10-23,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0003,2500,7.65,19125.0,Pending,Expedite
ORD-000284,1,01/17/2024,2024-02-06,CUST-1017,Pacific Manufacturing,EMS,Japan,Japan,CHIP-dsPIC-0007,2500,7.67,19175.0,Cancelled,Critical
ORD-000298,5,2025-06-24,2025-07-10,CUST-1029,Apex Dynamics,EMS,EMEA,Italy,CHIP-MPF-0008,25,28.22,705.5,Confirmed,Critical
ORD-000119,1,2025-08-08,2025-09-18,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,2500,19.07,47675.0,Confirmed,Standard
ORD-000232,2,2025-01-25,2025-02-22,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MPF-0007,500,8.31,4155.0,Cancelled,Expedite
ORD-000395,3,2025-06-25,2025-06-26,CUST-1039,Bright Electronics,CM,Japan,Japan,CHIP-MPF-0012,10,12.08,120.8,Shipped,Expedite
ORD-000039,1,2025-10-31,2025-11-11,CUST-1060,Prime Electronics,Distributor,APAC,China,CHIP-dsPIC-0003,100,6.87,687.0,Confirmed,Expedite
ORD-000270,1,2024-04-22,2024-05-07,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-dsPIC-0002,1000,0.74,740.0,Shipped,Expedite
ORD-000309,2,2025-07-31,2025-08-25,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-ORPHAN-0003,1000,12.77,12770.0,Shipped,Expedite
ORD-000553,1,2025-09-29,2025-10-11,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-MPF-0015,10000,12.8,128000.0,Cancelled,Critical
ORD-000530,3,08/05/2025,2025-09-03,CUST-1062,Xeno Manufacturing,OEM,Japan,Japan,CHIP-dsPIC-0011,25,34.44,861.0,Shipped,Standard
ORD-000452,2,01/08/2025,2025-01-12,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-dsPIC-0013,2500,5.3,13250.0,Pending,Standard
ORD-000116,2,2025-11-06,2025-11-16,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0003,250,7.53,1882.5,Shipped,Standard
ORD-000557,1,11/11/2024,2024-12-02,CUST-1077,Bright Manufacturing,CM,Americas,Mexico,CHIP-MPF-0012,1000,11.65,11650.0,Backordered,Standard
ORD-000070,3,11/18/2025,2025-11-23,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-PIC32-0010,1000,3.39,3390.0,Shipped,Standard
ORD-000222,2,05/13/2024,2024-05-27,CUST-1031,Zen Components,OEM,Japan,Japan,CHIP-WBZ-0011,1000,27.45,27450.0,Shipped,Critical
ORD-000545,3,30-May-2025,2025-07-10,CUST-1073,Wave Systems,CM,EMEA,Israel,CHIP-WBZ-0008,5000,31.54,157700.0,Confirmed,Expedite
ORD-000238,1,2025-04-29,2025-05-21,CUST-1067,Jolt Dynamics,CM,JP,Japan,CHIP-dsPIC-0015,100,15.31,1531.0,Confirmed,Expedite
ORD-000286,3,05/23/2025,2025-07-02,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,7.14,3570.0,Cancelled,Standard
ORD-000541,1,2025-05-12,2025-06-24,CUST-1004,Terra Devices,Distributor,Americas,United States,CHIP-MCP-0006,5000,16.13,80650.0,Shipped,Expedite
ORD-000472,1,2024-08-15,2024-09-13,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,19.96,99800.0,Shipped,Standard
ORD-000279,1,06-May-2024,2024-06-12,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-MPF-0004,2500,4.76,11900.0,Shipped,Expedite
ORD-000145,1,2025-04-29,2025-05-29,CUST-1037,Iris Devices,CM,EMEA,Israel,CHIP-dsPIC-0011,500,22.9,11450.0,Shipped,Critical
ORD-000453,2,22-Oct-2024,2024-11-27,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-dsPIC-0006,5000,19.69,98450.0,Shipped,Expedite
ORD-000495,1,2024-09-24,2024-11-04,CUST-1053,Sigma Systems,CM,APAC,China,CHIP-WBZ-0016,100,20.42,2042.0,Pending,Critical
ORD-000501,4,2025-09-13,2025-10-22,CUST-1039,Bright Electronics,CM,Japan,Japan,CHIP-MPF-0010,5000,15.49,77450.0,Confirmed,Standard
ORD-000039,4,2025-10-31,2025-11-11,CUST-1060,Prime Electronics,Distributor,APAC,China,CHIP-WBZ-0001,250,25.66,6415.0,Confirmed,Expedite
ORD-000561,1,2024-07-15,2024-08-20,CUST-1008,Jade Systems,EMS,Americas,Canada,CHIP-MPF-0002,500,28.64,14320.0,Confirmed,Critical
ORD-000350,1,10-Nov-2025,2025-12-02,CUST-1051,Bright Devices,EMS,APAC,China,CHIP-WBZ-0014,500,14.06,6038.74,Pending,Standard
ORD-000561,2,2024-07-15,2024-08-20,CUST-1008,Jade Systems,EMS,Americas,Canada,CHIP-dsPIC-0014,10,35.41,354.1,Confirmed,Critical
ORD-000339,4,07/22/2025,2025-07-28,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-PIC32-0011,5000,33.77,168850.0,Cancelled,Expedite
ORD-000142,2,06/12/2024,2024-07-25,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-WBZ-0009,50,12.31,615.5,Cancelled,Standard
ORD-000129,2,2025-01-28,2025-02-21,CUST-1014,Ether Devices,CM,APAC,Singapore,CHIP-PIC32-0005,1000,39.49,39490.0,Pending,Standard
